trans_id,inv_id,inv_result,truth
05/11/2018-09:35 2.1.31 140549/wanda/01,2.1.31140549/wanda/01,2.1.31140549/wanda/01,True
07/11/2018-12:00 2.1.31 935372/dedi/01,2.1.31935372/dedi/01,2.1.31935372/dedi/01,True
05/11/2018-12:02 2.1.31 914149/ifa/01,2.1.31914149/ifa/01,2.1.31914149/ifa/01,True
07/11/2018-20:17 2.1.34 9937/tiara/01,2.1.349937/tiara/01,2.1.349937/tiara/01,True
06/11/2018-16:27 2.1.31 36158/putra/01,2.1.3136158/putra/01,2.1.3136158/putra/01,True
07/11/2018-17:43 2.1.31 15314/sam/01,2.1.3115314/sam/01,2.1.3115314/sam/01,True
07/11/2018-12:46 2.1.34 1449349/chinti/01,2.1.341449349/chinti/01,2.1.341449349/chinti/01,True
08/11/2018-08:23 2.1.31 36315/ratna/01,2.1.3136315/ratna/01,2.1.3136315/ratna/01,True
09/11/2018-15:58 2.1.34 9729/nunung/01,2.1.349729/nunung/01,2.1.349729/nunung/01,True
08/11/2018-21:02 2.1.34 99345/farida a/01,2.1.3499345/faridaa/01,2.1.3499345/faridaa/01,True
07-11-2018 07:56:20 j154-402-0711cyc4,j154-402-0711cyc4,j154-402-0711cyc4,True
09/11/2018-10:02 2.1.34 490536/meri/01,2.1.34490536/meri/01,2.1.34490536/meri/01,True
09/11/2018-11:26 2.1.34 49345/dimas/01,2.1.3449345/dimas/01,2.1.3449345/dimas/01,True
15/11/2018-18:30 2.1.34 351501/ahmad t/02,2.1.34351501/ahmadt/02,2.1.34351501/ahmadt/02,True
20-10-2018 14:06:24 b429-428-2010uy3x,b429-428-2010uy3x,b429-428-2010uy3x,True
23/10/2018-19:47 2.1.30 93699/dhika/01,2.1.3093699/dhika/01,2.1.3093699/dhika/01,True
23/10/2018-20:09 2.1.30 935729/dhika/01,2.1.30935729/dhika/01,2.1.30935729/dhika/01,True
23/10/2018-20:05 2.1.31 14330/ed0/02,2.1.3114330/ed0/02,2.1.3114330/ed0/02,True
25/10/2018-08:56 2.1.31 4 994/ike/01,2.1.314994/ike/01,2.1.314994/ike/01,True
25/10/2018-06:47 2.1.31/9314/r/01,2.1.31/9314/r/01,2.1.31/9314/r/01,True
25-10-2018 16:04:24 b907-301-2510uw34,b907-301-2510uw34,b907-301-2510uw34,True
25-10-2018 17:42:29 1436-200-2510h763,1436-200-2510h763,1436-200-2510h763,True
25/10/2018-16:33 2.1.31 4909/jaffar a/02,2.1.314909/jaffara/02,2.1.314909/jaffara/02,True
27-10-2018 23:14:31 ma40-259-2710zdy5,ma40-259-2710zdy5,ma40-259-2710zdy5,True
27-10-2018 12:26:57 zak2-407-2710vxk6,zak2-407-2710vxk6,zak2-407-2710vxk6,True
10/11/2018-11:30 2.1.34 49130/mirna he/02,2.1.3449130/mirnahe/02,2.1.3449130/mirnahe/02,True
10/11/2018-07:49 2.1.34 9349/celsya f/01,2.1.349349/celsyaf/01,2.1.349349/celsyaf/01,True
10/11/2018-21:57 2.1.34 157349/april/01,2.1.34157349/april/01,2.1.34157349/april/01,True
10-11-2018 20:49:36 c882-405-1011y5w5,c882-405-1011y5w5,c882-405-1011y5w5,True
11/11/2018-18:38 2.1.34 30345/hangga/01,2.1.3430345/hangga/01,2.1.3430345/hangga/01,True
11/11/2018-19:55 2.1.34 35349/wawan/02,2.1.3435349/wawan/02,2.1.3435349/wawan/02,True
12/11/2018-08:35 2.1.34 36315/afifah/01,2.1.3436315/afifah/01,2.1.3436315/afifah/01,True
14-11-2018 10:12:27 t476-465-1411xdx2,t476-465-1411xdx2,t476-465-1411xdx2,True
14-11-2018 10:50:06 t476-465-1411xdx9,t476-465-1411xdx9,t476-465-1411xdx9,True
14-11-2018 12:36:18 b904-808-1411m5h2,b904-808-1411m5h2,b904-808-1411m5h2,True
14/11/2018-15:46 2.1.34 345/erni/01,2.1.34345/erni/01,2.1.34345/erni/01,True
14/11/2018-17:48 2.1.34 372/miftahul/02,2.1.34372/miftahul/02,2.1.34372/miftahul/02,True
14/11/2018-17:31 2.1.34 15349/tutut/01,2.1.3415349/tutut/01,2.1.3415349/tutut/01,True
14/11/2018-20:51 2.1.34 35345/andre/02,2.1.3435345/andre/02,2.1.3435345/andre/02,True
14/11/2018-17:46 2.1.34 35499/nunung/01,2.1.3435499/nunung/01,2.1.3435499/nunung/01,True
15-11-2018 13:07:17 m924-600-1511c4kx,m924-600-1511c4kx,m924-600-1511c4kx,True
15/11/2018-14:15 2.1.34 7239/siti ari/01,2.1.347239/sitiari/01,2.1.347239/sitiari/01,True
15/11/2018-12:57 2.1.34 9 9147/iga/01,2.1.3499147/iga/01,2.1.3499147/iga/01,True
15/11/2018-10:52 2.1.34 30330/ainun/01,2.1.3430330/ainun/01,2.1.3430330/ainun/01,True
15/11/2018-16:18 2.1.34 9314/rovikand/01,2.1.349314/rovikand/01,2.1.349314/rovikand/01,True
15-11-2018 20:27:16 mh16-205-1511mcw5,mh16-205-1511mcw5,mh16-205-1511mcw5,True
13/11/2018-20:32 2.1.34 723609/mahfudi/01,2.1.34723609/mahfudi/01,2.1.34723609/mahfudi/01,True
15-11-2018 15:56:15 m761-602-15117tu8,m761-602-15117tu8,m761-602-15117tu8,True
16/11/2018-08:57 2.1.34 72314/tanzilia/01,2.1.3472314/tanzilia/01,2.1.3472314/tanzilia/01,True
10/11/2018-10:44 2.1.34 30314/septian /01,2.1.3430314/septian/01,2.1.3430314/septian/01,True
10/11/2018-08:40 2.1.34 15315/zia/01,2.1.3415315/zia/01,2.1.3415315/zia/01,True
10/11/2018-06:49 2.1.31 1445/rubadi/01,2.1.311445/rubadi/01,2.1.311445/rubadi/01,True
10/11/2018-18:26 2.1.34 14345/syaif/02,2.1.3414345/syaif/02,2.1.3414345/syaif/02,True
09/11/2018-20:29 2.1.34 930335/sriwahy/01,2.1.34930335/sriwahy/01,2.1.34930335/sriwahy/01,True
12/11/2018-20:38 2.1.34 930359/ranti/01,2.1.34930359/ranti/01,2.1.34930359/ranti/01,True
11/11/2018-17:34 2.1.34 1439/rizal/02,2.1.341439/rizal/02,2.1.341439/rizal/02,True
13/11/2018-08:49 2.1.31 151445/slamet/01,2.1.31151445/slamet/01,2.1.31151445/slamet/01,True
12-11-2018 14:00:58 b904-555-1211z5x5,b904-555-1211z5x5,b904-555-1211z5x5,True
16/11/2018-17:36 2.1.34 9349/febrians/02,2.1.349349/febrians/02,2.1.349349/febrians/02,True
16/11/2018-18:07 2.1.34 351415/khafid/01,2.1.34351415/khafid/01,2.1.34351415/khafid/01,True
19/12/2018-09:29 2.1.34 36117/puput no/01,2.1.3436117/puputno/01,2.1.3436117/puputno/01,True
17/11/2018-11:14 2.1.34 4937/diyah ay/01,2.1.344937/diyahay/01,2.1.344937/diyahay/01,True
17/11/2018-20:13 2.1.34 936345/riska/01,2.1.34936345/riska/01,2.1.34936345/riska/01,True
16-11-2018 17:32:49 uc81-323-1611ch58,uc81-323-1611ch58,uc81-323-1611ch58,True
17/11/2018-20:28 2.1.34 9491445/iga/01,2.1.349491445/iga/01,2.1.349491445/iga/01,True
17/11/2018-12:41 2.1.34 300536/puspita/01,2.1.34300536/puspita/01,2.1.34300536/puspita/01,True
18/11/2018-09:38 2.1.34 35314/riska/01,2.1.3435314/riska/01,2.1.3435314/riska/01,True
18-11-2018 09:44:28 1pe4-123-18116uy5,1pe4-123-18116uy5,1pe4-123-18116uy5,True
18/11/2018-13:29 2.1.34 1472372/tria/01,2.1.341472372/tria/01,2.1.341472372/tria/01,True
18/11/2018-17:34 2.1.34 36336/ria/01,2.1.3436336/ria/01,2.1.3436336/ria/01,True
17/11/2018-17:06 2.1.34 36315/hani/01,2.1.3436315/hani/01,2.1.3436315/hani/01,True
18/11/2018-19:05 2.1.34 45499/ranti/01,2.1.3445499/ranti/01,2.1.3445499/ranti/01,True
17-12-2018 21:46:23 p065-101-1712tcw3,p065-101-1712tcw3,p065-101-1712tcw3,True
18/11/2018-19:41 2.1.34 49345/jay/01,2.1.3449345/jay/01,2.1.3449345/jay/01,True
18/11/2018-18:35 2.1.34 14372/ridwan/02,2.1.3414372/ridwan/02,2.1.3414372/ridwan/02,True
18/11/2018-19:36 2.1.34 350572/puspita/01,2.1.34350572/puspita/01,2.1.34350572/puspita/01,True
15/11/2018-19:04 2.1.34 494926/ansyah/01,2.1.34494926/ansyah/01,2.1.34494926/ansyah/01,True
19/11/2018-09:45 2.1.34 9330/ria/01,2.1.349330/ria/01,2.1.349330/ria/01,True
19-11-2018 07:48:44 u700-619-1911vxcx,u700-619-1911vxcx,u700-619-1911vxcx,True
18/11/2018-20:38 2.1.34 14315/jimi sup/02,2.1.3414315/jimisup/02,2.1.3414315/jimisup/02,True
19-11-2018 12:19:26 m929-604-19115654,m929-604-19115654,m929-604-19115654,True
19/11/2018-17:08 2.1.34 3037/ainun/01,2.1.343037/ainun/01,2.1.343037/ainun/01,True
19-11-2018 18:39:43 mh16-208-1911xkw5,mh16-208-1911xkw5,mh16-208-1911xkw5,True
20/11/2018-07:12 2.1.34 314/maryati/01,2.1.34314/maryati/01,2.1.34314/maryati/01,True
19-11-2018 (15:11:12) 709 02 00010,7090200010,7090200010,True
20/11/2018-09:18 2.1.34 35336/nayzilat/01,2.1.3435336/nayzilat/01,2.1.3435336/nayzilat/01,True
20/11/2018-08:48 2.1.34 151435/arista/01,2.1.34151435/arista/01,2.1.34151435/arista/01,True
20/11/2018-09:19 2.1.34 335/wahyu/02,2.1.34335/wahyu/02,2.1.34335/wahyu/02,True
20/11/2018-07:37 2.1.34 91414/diah/01,2.1.3491414/diah/01,2.1.3491414/diah/01,True
20/11/2018-20:26 2.1.34 9357209/muhamm/01,2.1.349357209/muhamm/01,2.1.349357209/muhamm/01,True
21-11-2018 07:38:41 ta78-525-2111x7z2,ta78-525-2111x7z2,ta78-525-2111x7z2,True
20/11/2018-17:16 2.1.34 49315/dwi/01,2.1.3449315/dwi/01,2.1.3449315/dwi/01,True
20-11-2018 19:25:21 vz80-600-2011zky2,vz80-600-2011zky2,vz80-600-2011zky2,True
21/11/2018-16:56 2.1.34 15057/yesi/01,2.1.3415057/yesi/01,2.1.3415057/yesi/01,True
21/11/2018-17:12 2.1.34 35315/wahyu/01,2.1.3435315/wahyu/01,2.1.3435315/wahyu/01,True
18/11/2018-17:16 2.1.34 140214/ayu ida/01,2.1.34140214/ayuida/01,2.1.34140214/ayuida/01,True
21/11/2018-17:45 2.1.34 30335/ozi/01,2.1.3430335/ozi/01,2.1.3430335/ozi/01,True
21/11/2018-17:07 2.1.34 15314/amelia n/01,2.1.3415314/amelian/01,2.1.3415314/amelian/01,True
21/11/2018-15:23 2.1.34 1430330/erna a/01,2.1.341430330/ernaa/01,2.1.341430330/ernaa/01,True
21/11/2018-15:38 2.1.34 9149/aulia/02,2.1.349149/aulia/02,2.1.349149/aulia/02,True
22/11/2018-13:22 2.1.34 914330/usman/01,2.1.34914330/usman/01,2.1.34914330/usman/01,True
16/11/2018-13:27 2.1.34 1514372/aril/01,2.1.341514372/aril/01,2.1.341514372/aril/01,True
16/11/2018-15:29 2.1.34 151115/lili ma/01,2.1.34151115/lilima/01,2.1.34151115/lilima/01,True
13/11/2018-10:25 2.1.34 991436/sita sa/01,2.1.34991436/sitasa/01,2.1.34991436/sitasa/01,True
16/11/2018-21:00 2.1.34 91539/pelia/01,2.1.3491539/pelia/01,2.1.3491539/pelia/01,True
16/11/2018-03:32 2.1.34 141430/endang/01,2.1.34141430/endang/01,2.1.34141430/endang/01,True
17/11/2018-15:51 2.1.34 15309/lia/05,2.1.3415309/lia/05,2.1.3415309/lia/05,True
17/11/2018-10:44 2.1.34 45315/avika/01,2.1.3445315/avika/01,2.1.3445315/avika/01,True
17/11/2018-17:35 2.1.34 4937/riska/01,2.1.344937/riska/01,2.1.344937/riska/01,True
16-11-2018 22:38:18 uc81-239-16118d85,uc81-239-16118d85,uc81-239-16118d85,True
159 15901 5438 17/11/2018 159015 19:23:25,159159015438159015,159159015438159015,True
03/11/2018-18:14 2.1.31 35330/rinna ka/01,2.1.3135330/rinnaka/01,2.1.3135330/rinnaka/01,True
22-11-2018 21:45:33 v397-201-2211kz26,v397-201-2211kz26,v397-201-2211kz26,True
23/11/2018-06:43 2.1.34 9159/gunawan/01,2.1.349159/gunawan/01,2.1.349159/gunawan/01,True
18/11/2018-10:29 2.1.34 49315/rosdayan/01,2.1.3449315/rosdayan/01,2.1.3449315/rosdayan/01,True
24-11-2018 08:59:04 v397-100-2411545z,v397-100-2411545z,v397-100-2411545z,True
24/11/2018-16:42 2.1.34 35315/mita/01,2.1.3435315/mita/01,2.1.3435315/mita/01,True
22-11-2018 02:07:39 s145-810-2211v89x,s145-810-2211v89x,s145-810-2211v89x,True
22-11-2018 10:08:26 k307-256-221154ux,k307-256-221154ux,k307-256-221154ux,True
24/11/2018-17:23 2.1.34 721172/nurul f/01,2.1.34721172/nurulf/01,2.1.34721172/nurulf/01,True
22-11-2018 (13:39:40) 706 07 00065,7060700065,7060700065,True
25/11/2018-17:15 2.1.34 351449/iga/01,2.1.34351449/iga/01,2.1.34351449/iga/01,True
25/11/2018-21:11 2.1.34 99349/fitri/01,2.1.3499349/fitri/01,2.1.3499349/fitri/01,True
26-11-2018 06:57:31 v485-801-2611mvx3,v485-801-2611mvx3,v485-801-2611mvx3,True
26/11/2018-10:44 2.1.34 4939/intan/01,2.1.344939/intan/01,2.1.344939/intan/01,True
26/11/2018-17:27 2.1.34 14314/celsya f/01,2.1.3414314/celsyaf/01,2.1.3414314/celsyaf/01,True
26/11/2018-20:20 2.1.34 72349/erni/01,2.1.3472349/erni/01,2.1.3472349/erni/01,True
26-11-2018 20:39:16 sc76-206-2611dxv8,sc76-206-2611dxv8,sc76-206-2611dxv8,True
27-11-2018 11:11:31 kb30-666-27112y5z,kb30-666-27112y5z,kb30-666-27112y5z,True
22/11/2018-10:19 2.1.34 72454/yusrani/01,2.1.3472454/yusrani/01,2.1.3472454/yusrani/01,True
22/11/2018-13:38 2.1.34 9451436/diah/01,2.1.349451436/diah/01,2.1.349451436/diah/01,True
22-11-2018 (17:26:26) 701 01 00095,7010100095,7010100095,True
22/11/2018-18:24 2.1.34 99330/dessy am/02,2.1.3499330/dessyam/02,2.1.3499330/dessyam/02,True
22/11/2018-20:05 2.1.34 936369/riska/01,2.1.34936369/riska/01,2.1.34936369/riska/01,True
22/11/2018-19:57 2.1.34 45345/nazila/01,2.1.3445345/nazila/01,2.1.3445345/nazila/01,True
22/11/2018-06:22 2.1.34 1539/firman/01,2.1.341539/firman/01,2.1.341539/firman/01,True
23/11/2018-20:33 2.1.34 1439/borgre/01,2.1.341439/borgre/01,2.1.341439/borgre/01,True
23-11-2018 (17:46:53) 711 07 00117,7110700117,7110700117,True
23/11/2018-15:33 2.1.34 1430/iga/01,2.1.341430/iga/01,2.1.341430/iga/01,True
24/11/2018-13:40 2.1.34 1472115/dedi/01,2.1.341472115/dedi/01,2.1.341472115/dedi/01,True
24/11/2018-11:40 2.1.34 915494/mila/01,2.1.34915494/mila/01,2.1.34915494/mila/01,True
19-12-2018 11:12:04 h865-607-1912m9h3,h865-607-1912m9h3,h865-607-1912m9h3,True
24-11-2018 18:42:01 0761-405-2411z287,0761-405-2411z287,0761-405-2411z287,True
25-11-2018 16:42:57 af03-235-25117yvz,af03-235-25117yvz,af03-235-25117yvz,True
25/11/2018-14:01 2.1.34 143637/ani/01,2.1.34143637/ani/01,2.1.34143637/ani/01,True
24/11/2018-19:27 2.1.34 915349/anti/02,2.1.34915349/anti/02,2.1.34915349/anti/02,True
30/11/2018-18:01 2.1.34 99159/dhika/01,2.1.3499159/dhika/01,2.1.3499159/dhika/01,True
30/11/2018-15:16 2.1.34 72349/iwan/02,2.1.3472349/iwan/02,2.1.3472349/iwan/02,True
01-12-2018 10:00:01 m987-602-0112uy3z,m987-602-0112uy3z,m987-602-0112uy3z,True
30-11-2018 19:11:19 0510-111-3011tct2,0510-111-3011tct2,0510-111-3011tct2,True
01-12-2018 13:19:47 j884-407-011225y2,j884-407-011225y2,j884-407-011225y2,True
01/12/2018-10:56 2.1.34 1537/diyah ay/01,2.1.341537/diyahay/01,2.1.341537/diyahay/01,True
01-12-2018 16:45:10 m842-705-01126749,m842-705-01126749,m842-705-01126749,True
01/12/2018-19:36 2.1.34 930349/rizka/01,2.1.34930349/rizka/01,2.1.34930349/rizka/01,True
01-12-2018 (20:51:36) 716 03 00121,7160300121,7160300121,True
01/12/2018-11:11 2.1.34 7299/dwi yuli/01,2.1.347299/dwiyuli/01,2.1.347299/dwiyuli/01,True
02/12/2018-12:04 2.1.34 14315/ahmad/02,2.1.3414315/ahmad/02,2.1.3414315/ahmad/02,True
30/11/2018-07:44 2.1.34 15349/dewi/01,2.1.3415349/dewi/01,2.1.3415349/dewi/01,True
02/12/2018-11:55 2.1.34 301414/istria/02,2.1.34301414/istria/02,2.1.34301414/istria/02,True
20:57 26/11/2018 10102049181103336,10102049181103336,10102049181103336,True
26-11-2018 14:58:54 p339-333-2611dxvx,p339-333-2611dxvx,p339-333-2611dxvx,True
27/11/2018-17:50 2.1.34 1439/septian /02,2.1.341439/septian/02,2.1.341439/septian/02,True
27-11-2018 (10:58:50) 709 06 00048,7090600048,7090600048,True
28/11/2018-13:39 2.1.34 9151136/kurnia/01,2.1.349151136/kurnia/01,2.1.349151136/kurnia/01,True
27/11/2018-23:53 2.1.34 14314/dian/02,2.1.3414314/dian/02,2.1.3414314/dian/02,True
28/11/2018-13:53 2.1.34 36151172/dewi /01,2.1.3436151172/dewi/01,2.1.3436151172/dewi/01,True
28-11-2018 (17:18:36) 727 05 00064,7270500064,7270500064,True
28-11-2018 19:18:49 v039-564-2811uz3z,v039-564-2811uz3z,v039-564-2811uz3z,True
28-11-2018 14:41:23 0412-505-28112m5z,0412-505-28112m5z,0412-505-28112m5z,True
29-11-2018 09:05:28 w242-889-29119273,w242-889-29119273,w242-889-29119273,True
29/11/2018-15:30 2.1.34 91437/ardi/01,2.1.3491437/ardi/01,2.1.3491437/ardi/01,True
29/11/2018-12:24 2.1.34 49349/ihrom/02,2.1.3449349/ihrom/02,2.1.3449349/ihrom/02,True
29/11/2018-19:52 2.1.34 721509/yayan/01,2.1.34721509/yayan/01,2.1.34721509/yayan/01,True
29/11/2018-18:16 2.1.34 9999/puput sa/01,2.1.349999/puputsa/01,2.1.349999/puputsa/01,True
02/12/2018-17:37 2.1.34 301435/diah/01,2.1.34301435/diah/01,2.1.34301435/diah/01,True
01/12/2018-17:59 2.1.34 1414117/sutart/02,2.1.341414117/sutart/02,2.1.341414117/sutart/02,True
03-12-2018 07:37:17 m842-501-0312yvt3,m842-501-0312yvt3,m842-501-0312yvt3,True
09/09/2018-09:07 2.1.30 45158/gilang/01,2.1.3045158/gilang/01,2.1.3045158/gilang/01,True
09/11/2018-20:11 2.1.34 949308/risna/01,2.1.34949308/risna/01,2.1.34949308/risna/01,True
03-12-2018 21:13:07 1m96-403-03122x34,1m96-403-03122x34,1m96-403-03122x34,True
04/12/2018-14:44 2.1.34 345/zia/01,2.1.34345/zia/01,2.1.34345/zia/01,True
05/12/2018-12:44 2.1.34 49345/sri mary/01,2.1.3449345/srimary/01,2.1.3449345/srimary/01,True
04/12/2018-17:48 2.1.34 49029/b jnga/01,2.1.3449029/bjnga/01,2.1.3449029/bjnga/01,True
02/12/2018-09:32 2.1.34 35372/kirana/01,2.1.3435372/kirana/01,2.1.3435372/kirana/01,True
05/12/2018-19:17 2.1.34 949336/fatmawa/01,2.1.34949336/fatmawa/01,2.1.34949336/fatmawa/01,True
05-12-2018 21:37:49 ac23-131-05125zu6,ac23-131-05125zu6,ac23-131-05125zu6,True
07/12/2018-17:54 2.1.34 49336/wafrotul/01,2.1.3449336/wafrotul/01,2.1.3449336/wafrotul/01,True
30-11-2018 15:42:41 w242-890-3011uzdx,w242-890-3011uzdx,w242-890-3011uzdx,True
01/12/2018-09:04 2.1.34 14349/nurul/01,2.1.3414349/nurul/01,2.1.3414349/nurul/01,True
08/12/2018-16:43 2.1.34 9345/dhanita/01,2.1.349345/dhanita/01,2.1.349345/dhanita/01,True
08/12/2018-21:34 2.1.34 935729/ranti/01,2.1.34935729/ranti/01,2.1.34935729/ranti/01,True
08-12-2018 08:45:42 u540-607-0812h3x5,u540-607-0812h3x5,u540-607-0812h3x5,True
07-12-2018 02:41:55 t857-200-07125mdx,t857-200-07125mdx,t857-200-07125mdx,True
09/12/2018-09:45 2.1.34 363601/intan p/01,2.1.34363601/intanp/01,2.1.34363601/intanp/01,True
17/10/2018-18:23 2.1.30 97314/mia/01,2.1.3097314/mia/01,2.1.3097314/mia/01,True
09-12-2018 10:05:46 v080-123-0912tdy7,v080-123-0912tdy7,v080-123-0912tdy7,True
09/12/2018-12:37 2.1.34 72349/jay/01,2.1.3472349/jay/01,2.1.3472349/jay/01,True
09/12/2018-12:54 2.1.34 45335/dhanita/01,2.1.3445335/dhanita/01,2.1.3445335/dhanita/01,True
08/12/2018-13:15 2.1.34 9154908/hasan/01,2.1.349154908/hasan/01,2.1.349154908/hasan/01,True
10/12/2018-19:26 2.1.30 9151430/wulan/01,2.1.309151430/wulan/01,2.1.309151430/wulan/01,True
10/12/2018-20:47 2.1.34 45349/diyah ay/01,2.1.3445349/diyahay/01,2.1.3445349/diyahay/01,True
03/12/2018-20:04 2.1.34 45315/novita/01,2.1.3445315/novita/01,2.1.3445315/novita/01,True
10/12/2018-20:37 2.1.34 935309/ranti/01,2.1.34935309/ranti/01,2.1.34935309/ranti/01,True
02/12/2018-10:22 2.1.34 9314/hosnol m/02,2.1.349314/hosnolm/02,2.1.349314/hosnolm/02,True
03/12/2018-22:59 2.1.34 97027/iqbal/02,2.1.3497027/iqbal/02,2.1.3497027/iqbal/02,True
04-12-2018 11:45:08 v180-165-0412m5m3,v180-165-0412m5m3,v180-165-0412m5m3,True
05/12/2018-11:56 2.1.34 721149/adek/01,2.1.34721149/adek/01,2.1.34721149/adek/01,True
06/12/2018-12:32 2.1.34 97147/iga/01,2.1.3497147/iga/01,2.1.3497147/iga/01,True
06/12/2018-19:46 2.1.34 45314/arief/01,2.1.3445314/arief/01,2.1.3445314/arief/01,True
07/12/2018-11:21 2.1.34 49159/ranti/01,2.1.3449159/ranti/01,2.1.3449159/ranti/01,True
07/12/2018-10:11 2.1.34 30349/saripah/01,2.1.3430349/saripah/01,2.1.3430349/saripah/01,True
07/12/2018-13:41 2.1.34 93539/yupitani/01,2.1.3493539/yupitani/01,2.1.3493539/yupitani/01,True
12 64704 104427 07/12/2018 11:49,1264704104427,1264704104427,True
07/12/2018-18:16 2.1.34 15335/ardi/01,2.1.3415335/ardi/01,2.1.3415335/ardi/01,True
07/12/2018-21:15 2.1.34 30345/tytinrhm/01,2.1.3430345/tytinrhm/01,2.1.3430345/tytinrhm/01,True
3 85924 206455 30/06/2018 20:43,385924206455,385924206455,True
19/12/2018-20:04 2.1.34 4557/sari/01,2.1.344557/sari/01,2.1.344557/sari/01,True
29/08/2018-22:51 2.1.30 1415372/khezia/02,2.1.301415372/khezia/02,2.1.301415372/khezia/02,True
27-08-2018 21:05:34 sc45-118-2708xkt3,sc45-118-2708xkt3,sc45-118-2708xkt3,True
26/08/2018-19:43 2.1.30 45147/ripah/01,2.1.3045147/ripah/01,2.1.3045147/ripah/01,True
19/12/2018-21:52 2.1.34 97135/arnum re/02,2.1.3497135/arnumre/02,2.1.3497135/arnumre/02,True
16/12/2018-14:37 2.1.34 14979/nurfajri/01,2.1.3414979/nurfajri/01,2.1.3414979/nurfajri/01,True
20/12/2018-08:30 2.1.34 90230/fix/01,2.1.3490230/fix/01,2.1.3490230/fix/01,True
19/12/2018-10:31 2.1.34 49515/yosi/01,2.1.3449515/yosi/01,2.1.3449515/yosi/01,True
19/12/2018-18:09 2.1.34 45530/novela/01,2.1.3445530/novela/01,2.1.3445530/novela/01,True
19/12/2018-21:20 2.1.34 991135/aryy/03,2.1.34991135/aryy/03,2.1.34991135/aryy/03,True
20-12-2018 17:01:32 kb24-115-201224vx,kb24-115-201224vx,kb24-115-201224vx,True
19-12-2018 21:00:55 h870-722-19125wk8,h870-722-19125wk8,h870-722-19125wk8,True
20/12/2018-11:04 2.1.34 15349/syahrul/01,2.1.3415349/syahrul/01,2.1.3415349/syahrul/01,True
21-12-2018 07:05:47 y295-601-2112x5z3,y295-601-2112x5z3,y295-601-2112x5z3,True
08/12/2018-11:47 2.1.34 49336/lesti/01,2.1.3449336/lesti/01,2.1.3449336/lesti/01,True
21/12/2018-14:07 2.1.34 72372/ika siti/02,2.1.3472372/ikasiti/02,2.1.3472372/ikasiti/02,True
21/12/2018-15:08 2.1.34 935369/kulsum/01,2.1.34935369/kulsum/01,2.1.34935369/kulsum/01,True
21/12/2018-19:26 2.1.34 91537/intan/01,2.1.3491537/intan/01,2.1.3491537/intan/01,True
22/12/2018-08:43 2.1.34 3574/vallen/01,2.1.343574/vallen/01,2.1.343574/vallen/01,True
21-12-2018 06:50:21 uc03-363-2112xc67,uc03-363-2112xc67,uc03-363-2112xc67,True
22/12/2018-12:27 2.1.34 45314/havizza/01,2.1.3445314/havizza/01,2.1.3445314/havizza/01,True
22-12-2018 15:18:50 cb82-106-2212h347,cb82-106-2212h347,cb82-106-2212h347,True
10/12/2018-18:07 2.1.34 30309/ranti/01,2.1.3430309/ranti/01,2.1.3430309/ranti/01,True
18-12-2018 (16:47:00) 712 05 00020,7120500020,7120500020,True
19-12-2018 07:34:57 0098-858-19129838,0098-858-19129838,,False
19/12/2018-17:39 2.1.34 301436/laila/01,2.1.34301436/laila/01,2.1.34301436/laila/01,True
18/12/2018-08:39 2.1.34 14372/isma/02,2.1.3414372/isma/02,2.1.3414372/isma/02,True
19-12-2018 17:40:36 q523-500-1912h242,q523-500-1912h242,q523-500-1912h242,True
19/12/2018-13:18 2.1.34 1414149/puput /01,2.1.341414149/puput/01,2.1.341414149/puput/01,True
18-12-2018 14:09:29 u136-615-18129624,u136-615-18129624,u136-615-18129624,True
29-08-2018 23:27:29 mc13-123-2908m5h2,mc13-123-2908m5h2,mc13-123-2908m5h2,True
0102 00006 6926 19/12/2018 173090 17:25:53,0102000066926173090,0102000066926173090,True
20-12-2018 17:05:55 bf09-654-2012vyv8,bf09-654-2012vyv8,bf09-654-2012vyv8,True
20/12/2018-20:42 2.1.34 35345/siti ari/01,2.1.3435345/sitiari/01,2.1.3435345/sitiari/01,True
20-12-2018 19:00:56 kb94-300-20125834,kb94-300-20125834,kb94-300-20125834,True
22-12-2018 21:55:48 me28-212-2212m5x9,me28-212-2212m5x9,me28-212-2212m5x9,True
22/12/2018-12:48 2.1.34 930315/ri sma/01,2.1.34930315/risma/01,2.1.34930315/risma/01,True
22/12/2018-10:32 2.1.34 30572/novela/01,2.1.3430572/novela/01,2.1.3430572/novela/01,True
23/12/2018-16:57 2.1.34 36158/shena oc/01,2.1.3436158/shenaoc/01,2.1.3436158/shenaoc/01,True
23/12/2018-18:01 2.1.34 150236/dija/01,2.1.34150236/dija/01,2.1.34150236/dija/01,True
20/12/2018-14:44 2.1.34 9314/abdullah/02,2.1.349314/abdullah/02,2.1.349314/abdullah/02,True
23/12/2018-18:41 2.1.34 99330/asih/02,2.1.3499330/asih/02,2.1.3499330/asih/02,True
18-12-2018 17:33:34 p503-104-1812kzv8,p503-104-1812kzv8,p503-104-1812kzv8,True
23/12/2018-07:58 2.1.34 143608/childa/02,2.1.34143608/childa/02,2.1.34143608/childa/02,True
23/12/2018-14:49 2.1.34 9360272/zuanna/01,2.1.349360272/zuanna/01,2.1.349360272/zuanna/01,True
21-12-2018 15:39:18 n646-800-2112utu6,n646-800-2112utu6,n646-800-2112utu6,True
